Name,Affiliation,Google Scholar Profile,ORCID Profile,Research Gate Profile,Research Interests/Focus,Taxonomy Tags
Monica Adams,"Binghamton University, State University of New York",,https://orcid.org/0000-0002-6482-5429,https://www.researchgate.net/profile/Monica-Adams-3/research,"Health disparities
Overweight and obesity among low income populations
Policies and ethics impacting the obesogenic environment","Health, Disparities, Poverty, Policy, Race and ethnicity"
Suk-Young (John) Kang,"Binghamton University, State University of New York",https://scholar.google.com/citations?hl=en&user=ftVBVrIAAAAJ,,https://www.researchgate.net/profile/Suk-Young-Kang,"Depression and health status among Asian immigrant elders
Family caregiving
Social justice for immigrants and refugees
Depression among Asian Americans
Geriatric counseling","Mental and behavioral health, Health, Asian Americans and Pacific Islander (AAPI), Aging, Immigration, Families and Family Dynamics, Social justice, Refugees"
Saumya Tripathi,"Binghamton University, State University of New York",,https://orcid.org/0000-0001-6411-5470,https://www.researchgate.net/profile/Saumya-Tripathi-4,,"Gender studies, Gender and sexuality, Ethnic studies"
Dalhee Yoon,"Binghamton University, State University of New York",https://scholar.google.com/citations?hl=en&user=izkTFYUAAAAJ,https://orcid.org/orcid-search/search?searchQuery=Dalhee%20Yoon,https://www.researchgate.net/profile/Dalhee-Yoon,"Child maltreatment research
Peer relationships
Adolescent risk behaviors
Adolescent development","Adverse childhood experiences (ACEs), Adolescent Behavior, Risk Behavior, Human development, Children and adolescents"
Mamadou Mansor Seck,Cleveland State University,https://scholar.google.com/citations?hl=en&user=GJw4rpEAAAAJ,https://orcid.org/0000-0002-4733-0061,,"Research on Youth; delinquency prevention and treatment programs; youth mental health; adult offenders diagnosed with mental health and co-occurring disorders; mental health of the elderly; pedagogy, andragogy, and learning.","Children and adolescents, Adolescent Behavior, Mental and behavioral health, Aging, Pedagogy"
Jonghyun Lee,Bridgewater State University,,,https://www.researchgate.net/profile/Jonghyun-Lee-6,"cross-cultural, mental illness, coping behaviors, depressive symptoms, cultural bound syndromes, immigrant and refugee populations in the United States, socially just and culturally sensitive social work practice","Culture, Mental and behavioral health, Stress and coping, Immigration, Refugees, Social justice, Cultural competence, Social Work practice"
Kendra Flores-Carter,California Baptist University,https://scholar.google.com/citations?hl=en&user=mPq13_AAAAAJ,https://orcid.org/0000-0002-5989-0007,,"Health Disparities, Maternal Mortality Rates, Infant Mortality Rates, Effectiveness of Doulas for Birthing Mothers","Health, Disparities"
Krystal Hays,California Baptist University,https://scholar.google.com/citations?hl=en&user=wK_Bw6wAAAAJ,https://orcid.org/0000-0002-5319-3980,https://www.researchgate.net/profile/Krystal-Hays,"Mental Health Promotion, Church-Based Interventions, African American Health, Health Disparities","Mental and behavioral health, Faith and spirituality, Black or African American, Health, Disparities"
Cindy Vang,"California State University, Chico",https://scholar.google.com/citations?user=2P4Yu0EAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-8916-9210,https://www.researchgate.net/profile/Cindy-Vang-4,"improve the mental health of older refugees and immigrants by examining the experiences of aging, oppression, and cultural practices of resistance and resilience among Southeast Asian older adults and their families","Mental and behavioral health, Aging, Refugees, Immigration, Oppressed groups, Discrimination, Culture, Resilience, Asian Americans and Pacific Islander (AAPI)"
Adriana Aldana,"California State University, Dominguez Hills",https://scholar.google.com/citations?hl=en&user=M0sILBcAAAAJ,,https://www.researchgate.net/profile/Adriana-Aldana-2,an emphasis on youth sociopolitical empowerment. Her scholarship examines how participatory action research and multicultural organizing models build youths' capacity for anti-racism engagement,"Children and adolescents, Culture, Social justice"
Wendy Ashley,"California State University, Dominguez Hills",,,https://www.researchgate.net/profile/Wendy-Ashley-5,"supporting representation and voice for invisible, marginalized communities, enhancing anti-oppressive, intersectional pedagogy, trauma and identity based challenges","Vulnerable populations, Oppressed groups, Social justice, Intersectionality, Pedagogy, Trauma, Identity"
"
Irán Barrera","California State University, Fresno",https://scholar.google.com/citations?user=tVOEZbsAAAAJ&hl=en&inst=1297495080519272923&oi=ao,,,health equity,"Health, Disparities"
Reuben Addo,"California State University, Fresno",https://scholar.google.com/citations?hl=en&user=yUel59gAAAAJ,https://orcid.org/0000-0002-3058-1008,,,
Martha Vungkhanching,"California State University, Fresno",,https://orcid.org/0000-0002-0838-6732,https://www.researchgate.net/profile/Martha-Vungkhanching,,
Sofya Bagdasaryan,"California State University, Los Angeles",,https://orcid.org/0000-0002-5361-3041,https://www.researchgate.net/profile/Sofya-Bagdasaryan,"social justice—whether that be related to child welfare, immigration, or structural oppression","Social justice, Child welfare, Immigration"
Ga-Young. Choi,"California State University, Los Angeles",https://scholar.google.com/citations?user=QuK2frMAAAAJ&inst=9897619243961157265,,,domestic violence/ intimate partner violence (IPV); secondary traumatic stress of helping professionals working with the survivors of IPV often in organizational contexts; and the wellbeing of ethnic minorities and immigrants focusing on Asian Americans and Pacific Islanders,"Domestic violence, Trauma, Wellbeing, Race and ethnicity, Immigration, Asian Americans and Pacific Islander (AAPI)"
Evaon Wong Kim,"California State University, Los Angeles",,,https://www.researchgate.net/profile/Evaon-Wong-Kim,cancer survivorship and quality of life issues confronting Chinese immigrant breast cancer patients,"Health, Wellbeing, Immigration"
José Miguel Paez,"California State University, Northridge",,,,"decolonization, anti-colonial practice, critical race theory, feminism, intersectionality, liberation based-healing, historical trauma and healing centered engagement","Social justice, Critical Race Theory, Gender studies, Intersectionality, Trauma"
Serge Lee,"California State University, Sacramento",,https://orcid.org/0000-0002-0880-3428,https://www.researchgate.net/profile/Serge-Lee,"Immigrants and refugees issues, Child and family SW, International SW, Behavioral health of minority groups","Immigration, Refugees, Children and adolescents, Families and Family Dynamics, International issues, Mental and behavioral health"
Yawen Li,"California State University, San Bernardino",https://scholar.google.com/citations?hl=en&user=lo1P_NUAAAAJ,,https://www.researchgate.net/profile/Yawen-Li-3,"Social determinants of health and health behaviors, Self-management of chronic illness, home and community based long-term care services, minority older adults","Aging, Health, Health literacy, Healthcare"
Rigaud Joseph,"California State University, San Bernardino",,https://orcid.org/0000-0002-1642-5762,https://www.researchgate.net/profile/Rigaud-Joseph,"Poverty and social welfare policies, wellbeing among low-income families, evaluation of program effectiveness, theory and scale development, social justice paradigm","Economic issues, Policy, Poverty, Program evaluation, Social justice, Socioeconomic Issues, Welfare"
Shellye Sledge,"California State University, San Marcos",https://scholar.google.com/citations?hl=en&user=muyOPB0AAAAJ,https://orcid.org/0000-0002-6210-8856,https://www.researchgate.net/profile/Shellye-Sledge,"Maternal and Child Health, Social Welfare, Cultural Strengths, Structural Racism, Social Determinants of Health","Child welfare, Race and ethnicity, Sexual or Reproductive Health, Social determinants, Welfare"
Janice McCall,California University of Pennsylvania (PennWest California),https://scholar.google.com/citations?hl=en&user=UZPKEhsAAAAJ,https://orcid.org/0000-0003-1138-3716,,Veterans,Military and Veterans
Lalit Khandare,Pacific University,https://scholar.google.com/citations?hl=en&user=f8j1GGEAAAAJ,https://orcid.org/0000-0002-1274-0191,https://www.researchgate.net/profile/Lalit-Khandare,"domestic violence, global social work, and human rights","Domestic violence, International issues, Human rights"
Mustapha Alhassan,Clark Atlanta University,https://scholar.google.com/citations?user=To89YS0AAAAJ&hl=en&oi=ao&inst=1297495080519272923,,https://www.researchgate.net/profile/Mustapha-Alhassan-2/research,"Health disparities, human trafficking, data science","Data analysis, Disparities, Health, Human trafficking "
Shena Leverette Brown,Clark Atlanta University,https://scholar.google.com/citations?user=QXAbOwEAAAAJ&hl=en&oi=ao&inst=1297495080519272923,https://orcid.org/0000-0002-6688-2734,https://www.researchgate.net/profile/Shena-Brown,Race-based stress,"Race and ethnicity, Stress and coping"
Kenya C. Jones,Clark Atlanta University,https://scholar.google.com/citations?user=27EgWGYAAAAJ&hl=en&oi=ao&inst=1297495080519272923,https://orcid.org/0000-0002-3187-1955,https://www.researchgate.net/profile/Kenya-Jones,"strengths perspective, mentorship",Social Work education
Eyitayo Onifade,Clark Atlanta University,https://scholar.google.com/citations?user=c2AO3HAAAAAJ&hl=en&oi=ao&inst=1297495080519272923,,https://www.researchgate.net/profile/Eyitayo-Onifade,Juvenile justice,Juvenile justice
Mamadou Mansor Seck,Cleveland State University,https://scholar.google.com/citations?user=GJw4rpEAAAAJ&hl=en&oi=ao&inst=1297495080519272923,https://orcid.org/0000-0002-4733-0061,,Juvenile justice,Juvenile justice
Eunlye Lee,Cleveland State University,https://scholar.google.com/citations?user=j8wVuVEAAAAJ&hl=en&oi=ao&inst=1297495080519272923,https://orcid.org/0000-0003-4285-7857,https://www.researchgate.net/profile/Eunlye-Lee,"health disparities, childhood adversity, food insecurity, social determinants of health","Health, Disparities, Adverse childhood experiences (ACEs), Food insecurity, Social determinants"
I-Hsuan Lin,College of Saint Rose,https://scholar.google.com/citations?user=oHCktvcAAAAJ&hl=en&oi=sra&inst=1297495080519272923,,https://www.researchgate.net/profile/I-Hsuan-Lin-2,"gendered work-family interface, with a specific focus on caregivers’ work-family conflict (WFC) and structural solutions","Families and Family Dynamics, Gender and sexuality, Work environment"
Vandana Chaudhry,College of Staten Island,https://scholar.google.com/citations?hl=en&user=gYHCQo4AAAAJ,,https://www.researchgate.net/profile/Vandana-Chaudhry,"disability in the Global South, neoliberal governance, culturally and structurally competent practices, and disability justice","Cultural competence, Disability"
